amount,account_age,transaction_count,fraud
5232.1009655261205,636,5,0
4281.134773401911,309,12,0
263.93707617351095,740,41,0
1087.8353556631114,522,3,0
323.9775650104752,469,99,0
6367.740008525167,212,33,0
3150.4162509525036,112,86,0
5090.621204735381,8,50,0
9076.58907452167,804,56,0
2500.4293691972607,477,9,0
4109.725401125941,874,82,0
7557.955874045057,460,50,0
2295.6936732613085,253,29,0
779.029299189642,526,39,0
2904.6170146085424,752,91,0
1620.6006596675043,438,45,0
9297.679546902305,754,17,0
8083.122591848525,981,56,0
6337.703527539131,854,98,0
8715.8912959753,661,46,0
8038.684048222153,236,67,0
1873.8348882714981,306,69,0
8926.664394914878,478,14,0
5398.028996737351,679,67,0
8076.327150088985,20,23,1
8961.952086235697,216,94,0
3186.8547149689202,855,61,0
1109.418726031491,135,23,0
2287.0722737939973,905,27,0
4276.806808376301,129,54,0
8181.967511565706,410,10,0
8608.69852673087,422,89,0
79.45178400659513,294,77,0
5112.365552749881,246,16,0
4179.935921456302,701,41,0
2228.8570266025954,556,98,0
1207.4550196634912,86,55,0
3382.7755623222433,556,61,0
9429.667942086066,842,86,0
3238.797290887345,375,81,0
5192.718311216227,446,87,0
7033.159399362827,378,49,0
3642.6597277691467,390,73,0
9718.103006382396,657,52,0
9624.84847647169,51,2,1
2525.305135295388,242,96,0
4977.51257386493,294,50,0
3015.7743150695287,920,86,0
2855.5565388309014,563,43,0
378.5006040717826,266,77,0
6099.54769645917,120,8,0
5031.763442056326,712,59,0
524.2727249873936,917,65,0
2793.6781777237484,248,81,0
9083.57620080687,70,12,1
2403.2232877630545,853,4,0
1457.4997721913187,57,77,0
4899.633075172855,382,95,0
9856.6480365649,39,41,1
2428.1321623998892,984,7,0
6724.634118584727,801,87,0
7618.5799571338885,443,88,0
2383.9990644840727,18,69,0
7284.881322632477,952,69,0
3684.1534958653397,732,81,0
6326.735247629859,825,30,0
6338.961810501338,756,73,0
5362.389093906837,352,6,0
911.994802843539,972,89,0
8354.671930936487,816,19,0
3214.592849067641,298,80,0
1873.3199188945437,283,85,0
417.34366413209153,586,66,0
5913.020502450536,110,10,0
6778.8679748044015,180,16,0
175.71241098928294,938,37,0
5125.809652409817,544,79,0
2272.6927942274,746,77,0
6455.276176190404,794,77,0
1751.9206257598646,25,32,0
6912.468003643635,843,47,0
3873.486109542369,791,72,0
9367.932587479978,738,43,0
1383.8342320184727,57,82,0
3417.2528469920826,180,36,0
1143.6004771934847,232,26,0
9247.689246602842,894,10,0
8774.620140276,343,31,0
2586.8368608744045,477,97,0
6603.240619881449,799,29,0
8174.049780010147,576,5,0
5556.456107878628,455,77,0
5301.209277776505,232,1,0
2426.1043860955124,289,87,0
940.0966503809332,213,3,0
8973.185421953734,258,67,0
9005.176391061672,530,71,0
6334.683558159947,687,35,0
3396.9076125765196,929,15,0
3498.603650380482,229,67,0
7262.297231913692,226,93,0
8972.131496926246,596,30,0
8871.993378408522,803,82,0
7800.956703117662,435,75,0
6423.896145081335,882,43,0
850.5582503005378,758,60,0
1624.6708538051917,402,40,0
8986.556343385522,622,65,0
6068.226305999304,766,29,0
101.87854565013018,88,74,0
1023.7007132316608,584,92,0
6638.3826733894775,893,95,0
60.56522262372468,542,19,0
1616.4724336608115,684,3,0
5491.850555772196,309,36,0
6922.033024950006,906,43,0
6523.09298243098,343,15,0
2250.4504015109924,436,97,0
7124.670421261883,177,41,0
2380.1183840930325,139,90,0
3260.7429846110845,194,80,0
7467.4491371290615,186,36,0
6499.832661481674,218,97,0
8493.741870836837,164,84,0
6579.55279408043,161,77,0
5687.402947321361,943,33,0
945.8109306026438,525,5,0
3683.480872563741,808,78,0
2659.371653140437,601,91,0
2447.456537357045,836,87,0
9730.375441976932,42,14,1
3937.0462694209364,915,68,0
8921.545086219361,210,83,0
6315.074873712656,741,47,0
7950.164922381067,862,54,0
5031.34456012087,275,4,0
5773.269807417328,954,94,0
4930.251761250451,279,83,0
1960.4774481024645,251,95,0
7227.296631462438,310,95,0
2814.9159007841495,720,9,0
252.91650465022386,833,53,0
6458.268236112606,140,77,0
1779.3356872764189,792,78,0
9405.181257685614,546,60,0
9539.746484255847,821,46,0
9149.49525830228,904,54,0
3707.8854155518893,530,74,0
164.4115991233856,57,95,0
9283.902440251377,112,37,0
4287.55964168997,5,23,0
9666.881642246259,410,27,0
9636.563571121636,414,70,0
8531.564460118927,182,90,0
2951.5444317751612,13,66,0
3857.126308733233,339,61,0
8512.8553484534,797,77,0
3176.050831511214,259,51,0
1703.232539394064,90,50,0
5572.444611958918,616,19,0
9362.186193866202,891,1,0
6963.3376687829805,698,40,0
5704.911089192756,250,32,0
980.7931727699777,255,22,0
6153.922194724706,588,93,0
9900.63796254159,898,66,0
1409.439312212875,971,40,0
5188.11322711373,108,38,0
8774.956988560274,668,48,0
7410.278491364503,594,55,0
6973.187252542727,589,75,0
7027.8159990312215,485,81,0
3601.316600685354,982,55,0
2942.982524202289,972,51,0
8095.517943230351,258,60,0
8103.0328128450155,639,8,0
8672.052462615236,997,86,0
9133.273120039148,903,68,0
5118.310564620769,282,75,0
5020.147783925124,986,72,0
7984.968837878084,88,9,1
6503.139668469874,204,90,0
7022.649103804456,16,2,1
7959.96876766665,151,80,0
8901.153364757487,936,95,0
3386.571616946843,254,70,0
3762.0736968730407,188,85,0
948.8795790102813,329,90,0
5787.018608551778,544,59,0
369.06331522945345,783,19,0
4661.324201143277,997,28,0
5431.01990072869,397,72,0
2872.547108761561,517,14,0
5912.424273084417,459,24,0
314.6974968911038,330,44,0
383.10840560465203,820,56,0
8227.779600989987,845,90,0
3608.3045076985163,169,95,0
1279.334521392329,693,51,0
5227.210167947495,366,32,0
7702.235595455122,178,50,0
2166.0520646934633,655,41,0
6232.675853431812,362,66,0
862.6211752877423,760,25,0
526.3003944743909,639,61,0
5318.232769365798,775,66,0
5410.944864884964,40,42,0
6377.924715967083,924,65,0
7263.652423889389,416,36,0
9758.76227383072,355,76,0
5167.840479528941,255,9,0
3236.335164683047,143,36,0
7953.91008573935,752,92,0
2715.6141901081214,740,38,0
4395.324492849305,853,33,0
793.7792496092369,710,42,0
263.2539267204205,577,61,0
9626.857662632472,900,46,0
8361.441403916937,11,86,1
6962.782318876043,620,89,0
4095.439914698556,26,61,0
1741.2102575077492,957,18,0
1572.8060562841497,421,70,0
2509.926552664307,663,82,0
5496.774380414144,221,80,0
7148.813267773623,853,15,0
6605.371793410135,496,48,0
2806.539630489969,237,72,0
9549.104153825308,237,13,0
7381.590197790728,219,43,0
5547.996984588893,487,60,0
6121.090254881179,936,57,0
4201.804623653621,461,71,0
2484.832585116563,663,17,0
3566.167059726103,635,50,0
7580.882643539047,144,32,0
153.79095141126112,990,22,0
1169.5656786640932,189,55,0
469.56639379730996,255,57,0
416.88073516651167,68,13,0
8556.051234269962,616,47,0
7039.542015206436,336,87,0
4746.996552582379,671,62,0
987.3632649035047,821,54,0
4921.242592417155,874,29,0
4739.982990097851,409,22,0
1740.2866804010516,300,65,0
4344.177975887351,908,29,0
3991.0622966297606,602,48,0
6162.342479541642,357,5,0
6354.585572167762,256,35,0
462.5870576227247,353,74,0
3752.3800201184476,732,83,0
6262.3405579852215,521,71,0
5036.3312232150765,524,46,0
8566.33351347134,837,35,0
6590.349379873261,950,45,0
1637.7149265434825,756,13,0
714.9817865302941,694,10,0
6427.768589281093,284,66,0
274.8479923108019,312,70,0
5861.898056921898,99,72,0
9402.900111835326,197,25,0
5758.987036980031,482,44,0
3887.817562803154,878,60,0
6436.449302239108,226,47,0
4587.946376010251,845,40,0
5460.71172526619,615,7,0
9415.233439677486,618,46,0
3867.1653516297347,365,23,0
9612.293732600903,368,83,0
9054.452913141076,570,46,0
1965.9534365450713,590,86,0
702.9193957429029,75,13,0
1016.7722337604922,42,21,0
192.0360382589818,422,1,0
953.4851779517247,836,19,0
6833.237666429405,181,60,0
721.1745981176875,545,33,0
3196.5665466346754,71,4,0
8450.304356584851,568,3,0
242.4866380009004,105,91,0
8146.540141063469,200,52,0
2825.7291999862655,101,99,0
1190.466627940346,768,28,0
6970.404281987865,307,70,0
6293.139039331041,586,70,0
8775.945415135258,683,55,0
7353.359727600819,377,57,0
8036.7744945446375,655,87,0
2827.5253799873517,678,97,0
1782.621042359431,399,16,0
7508.641368892175,773,24,0
8070.279045279967,221,69,0
9905.146368586726,595,41,0
4132.05059234515,182,77,0
3726.460677069904,307,47,0
7766.365477812548,522,76,0
3414.627367127648,396,69,0
9308.26568277961,4,31,1
8585.543390911687,863,92,0
4295.650333476433,914,92,0
7511.201967237059,848,30,0
7547.883312105977,804,18,0
1040.2074496709668,281,44,0
9026.503537728871,215,27,0
5057.471200754093,972,99,0
8266.310086416339,610,26,0
3207.2955142958112,420,60,0
8956.277052677042,101,18,0
3898.1247705542896,963,97,0
118.26813828818062,521,89,0
9054.765944428444,573,56,0
921.9539010934742,309,31,0
3199.9432395282447,658,59,0
9501.119050837542,939,2,0
9506.565397906186,931,97,0
5738.644502351628,510,39,0
6322.053749576295,63,61,0
4489.970764563414,633,63,0
2939.1756092636647,226,96,0
3293.3588082454603,105,18,0
6728.459376209614,974,17,0
7526.221549082424,772,98,0
7917.874646821227,861,39,0
7898.285246517594,425,71,0
921.1489694564168,255,54,0
4949.258843978789,429,99,0
585.0120125662764,434,94,0
5499.793534414118,207,76,0
4420.889708720037,28,35,0
8878.164785755414,682,11,0
3515.640975395266,336,61,0
1179.4994941117825,588,44,0
1438.4869037078302,628,68,0
7617.491210857548,69,25,1
6185.998452529448,866,48,0
1020.2155344666745,746,32,0
850.2269930888243,513,84,0
7012.681623276609,167,95,0
736.9024335782933,864,4,0
8220.381992310658,730,38,0
7065.359849293397,785,63,0
822.6743186125786,368,47,0
857.5287637110673,251,1,0
9866.529389226744,859,3,0
3748.965249603642,856,86,0
3712.71504919824,931,62,0
8129.8676769024505,686,64,0
9473.013288064749,170,17,0
9860.15062759048,758,78,0
7536.248070736827,935,62,0
3768.8332594538483,90,35,0
844.1721598197009,561,13,0
7773.697690115094,446,35,0
5588.458454860693,294,43,0
4247.977872377293,919,2,0
9064.480307096412,150,56,0
1120.862848238452,132,77,0
4931.3247918656825,433,51,0
123.4229112265165,59,54,0
4691.919813521322,969,16,0
572.4697240615551,836,18,0
1196.9909835180385,199,7,0
1184.0872053032779,215,45,0
6495.610918139475,898,36,0
7462.988343861579,561,41,0
5837.853963320625,472,94,0
9622.103759260674,744,42,0
3754.9570894418034,247,7,0
2864.2637419557886,382,15,0
8687.305290612709,991,60,0
2243.722426809332,239,40,0
9632.593169011707,927,83,0
131.42320215126523,367,37,0
9699.089478809314,168,66,0
441.1675203862554,560,55,0
8912.51970584373,51,77,1
5281.734079772135,811,95,0
9929.71831323181,610,80,0
747.2276817066346,951,56,0
5543.004301169195,728,44,0
9693.332330834799,689,57,0
5235.747463259787,380,6,0
6297.692394971273,474,92,0
6960.529402956326,80,32,0
4550.865237030054,697,74,0
6279.305220039794,367,18,0
5847.299976111772,461,68,0
9012.56852480498,911,73,0
464.00933961116414,539,7,0
2816.8222640263807,452,8,0
9504.610725924822,464,64,0
8903.735201070254,960,7,0
4562.010960329272,478,41,0
6205.124652037352,926,40,0
2781.0380179815156,420,3,0
1889.3303856403754,707,17,0
4642.347065350422,214,66,0
3539.9887579802676,369,79,0
5840.724557390212,854,93,0
786.5690232801985,114,52,0
9744.204128585003,754,22,0
9862.245337351233,503,4,0
6984.6355230572535,636,6,0
5365.602699777763,817,38,0
3102.1808867004142,588,26,0
8139.812246872417,311,11,0
6850.464413813254,469,90,0
1634.5432240554642,824,17,0
9110.162573093487,708,88,0
8227.147056802458,863,92,0
9498.501133786322,44,99,1
7259.937888799716,415,31,0
6138.017807398541,698,77,0
4188.247932543282,855,35,0
9327.957548706592,246,16,0
8661.97825610908,949,79,0
461.7345143608322,84,18,0
273.40607522754755,207,62,0
3770.8690351117157,151,27,0
8107.427774510511,668,35,0
9872.888531856295,528,45,0
1512.6647421242465,165,35,0
5945.36584636783,917,28,0
3815.099657743905,975,9,0
9699.444834167885,145,76,0
8422.76804212573,37,15,1
8384.903760064268,333,21,0
4692.244666351753,403,52,0
4154.0468283532755,414,35,0
2741.3366485877555,45,97,0
573.1912115427618,402,51,0
8648.576538787982,206,83,0
8130.881081209475,62,55,1
9997.179556128445,420,87,0
9966.402002368315,868,77,0
5558.762738970248,468,44,0
7692.1842776533,820,65,0
9448.209641525456,19,93,1
8497.977432867341,365,88,0
2481.0075364145446,300,80,0
4510.935911747834,7,25,0
1300.302557363435,761,87,0
9540.969762314637,428,92,0
6065.684598164292,117,47,0
2294.1416269795927,580,80,0
6720.289837214509,507,56,0
6185.101122174379,546,38,0
3588.0455531480766,706,11,0
1144.440346074294,325,67,0
6719.016223972068,55,15,0
5207.873932028895,778,1,0
7725.460733439037,992,7,0
5206.433376108814,42,1,0
8523.293188182215,297,49,0
5523.549319357111,973,96,0
5613.770335638509,231,73,0
8767.769490556866,453,29,0
4040.7938334618466,890,26,0
1348.812132221901,394,87,0
297.53893637025635,522,45,0
7553.821184179454,358,93,0
6206.892418021112,987,97,0
7043.756883311244,444,71,0
2137.5119734740183,128,12,0
1372.35104111183,691,95,0
155.30121002214048,405,32,0
3512.3697124779037,392,20,0
5903.277691677785,193,51,0
3928.518010546326,604,81,0
4380.374471017053,881,36,0
9042.545357992547,743,67,0
3489.0721155627703,78,1,0
5144.75499670651,85,27,0
7838.693597284019,30,40,1
3971.462395389489,725,97,0
6224.646135276456,49,84,0
8625.013450379984,777,14,0
9495.711030339844,145,69,0
1479.264074481089,69,87,0
9266.610375363329,58,79,1
4926.241767864586,697,6,0
2589.861439106594,574,33,0
4596.76620482023,479,55,0
9800.525427101915,820,19,0
4931.254758988767,445,77,0
3294.228586772207,296,29,0
6337.6745346240905,678,61,0
2409.054731594149,171,70,0
767.8746478055525,575,79,0
1297.5084218873858,147,80,0
1289.1779311881467,484,24,0
1527.5079081878205,306,23,0
1396.8834547676072,673,10,0
6412.338700584114,653,54,0
1826.9820431474568,846,41,0
3463.2161604053936,609,49,0
8968.916214961058,446,17,0
4744.876786226095,221,56,0
6678.901807825062,555,45,0
1731.475513304282,945,30,0
1930.9672978986212,804,44,0
418.2774765021238,378,74,0
1697.6612800909238,620,55,0
2793.1174869292668,266,19,0
1778.3347379247007,95,29,0
896.1383122329855,262,2,0
1215.1523522950022,825,36,0
4613.17989264693,897,19,0
2071.273846873867,71,7,0
3649.055911870274,954,26,0
5039.13853584002,219,79,0
6907.044338007359,533,38,0
402.72827701257836,92,3,0
7996.109885101336,127,80,0
6282.724891014169,80,66,0
826.7727291692304,824,95,0
8737.050454826704,238,92,0
9209.515281312813,983,71,0
620.1688189500888,372,94,0
2776.0077049905653,916,43,0
8063.9507851326825,486,62,0
7485.114306932747,694,71,0
1853.3649833702095,25,93,0
2101.399740133736,156,24,0
3711.016306885906,517,39,0
4850.384622058303,632,68,0
6186.365167587656,789,93,0
3695.4472593020264,530,44,0
4630.721814170148,943,5,0
7477.234671956227,710,55,0
376.465196877073,57,93,0
2531.8450739967675,605,30,0
7136.362362986679,19,29,1
8953.116308495122,384,26,0
5121.657646735504,865,83,0
5325.813717800504,193,26,0
1080.6483932843628,237,37,0
4479.649544566312,387,91,0
5330.846491885682,426,94,0
2432.2803313109494,277,53,0
2699.739877184316,227,30,0
3779.06878941518,745,3,0
210.5112657994864,552,43,0
3227.570864175951,323,7,0
2122.365589895481,153,49,0
3281.6985482573673,639,73,0
1206.4236968743196,237,41,0
8906.36753459155,998,77,0
5939.9886110049465,55,79,0
6794.232168253451,980,54,0
7893.82067368731,436,69,0
4989.437567301282,684,93,0
878.3336779933627,109,99,0
5375.694352767292,866,91,0
5872.542769028582,981,27,0
7456.940347101457,184,8,0
4322.278866834497,951,32,0
1284.527224927682,368,84,0
2844.9212989292573,983,64,0
3637.1921410223645,198,10,0
6462.713240902696,371,13,0
5712.0752636424295,373,63,0
3567.4062917194838,973,93,0
9865.287335441868,497,35,0
6061.690445375302,599,61,0
2379.8956494425847,201,54,0
1026.8069014778334,849,8,0
1537.062800451477,509,29,0
2467.1177065612364,322,95,0
1615.2069188629612,275,41,0
1873.8045702725447,211,30,0
2858.1007352515326,504,86,0
1742.0022169946008,903,21,0
8968.686592017988,118,76,0
811.5351191598056,703,11,0
5249.868781806844,554,2,0
4109.864301626719,42,50,0
9823.962382916978,315,41,0
1129.268632658843,788,66,0
3984.577434466959,329,98,0
9695.009628420936,17,3,1
8656.416187680863,283,80,0
8172.549988783307,943,51,0
2586.449242178949,258,68,0
1717.1669980267575,575,87,0
6689.745767045066,574,84,0
9294.466131384583,612,25,0
5572.061301209159,19,30,0
5720.410767804299,529,82,0
2806.991145666239,837,11,0
7697.23440258745,423,93,0
1878.5670480896586,466,17,0
3243.5555716783942,373,26,0
4260.110021778004,758,23,0
5081.027683057706,763,56,0
2431.6732268266514,967,52,0
1157.2198791446433,81,48,0
6110.0942239919095,551,20,0
2893.419226870155,548,2,0
5816.569832011896,424,88,0
1552.0835255892812,429,31,0
4816.589617529627,388,27,0
5330.568431190342,998,2,0
527.7171328560448,921,78,0
3372.6767391572666,709,4,0
1352.8026226203526,670,13,0
643.1159550229497,204,35,0
9899.702721575553,196,72,0
3230.3149112974825,728,66,0
8100.645714087802,285,6,0
2553.860141090001,969,31,0
6818.212195017053,196,10,0
7604.676320297968,307,21,0
5960.431018672364,664,74,0
4721.046123616082,14,23,0
4124.290732331213,837,3,0
3495.193982764523,146,32,0
9295.99615103578,938,20,0
8307.887883799414,57,74,1
9650.61883755846,723,29,0
1251.7292626205917,780,52,0
7311.366077284406,210,46,0
9384.021163642168,529,34,0
1820.5183309949448,798,84,0
674.2977109941072,344,61,0
7413.79528640769,715,72,0
5748.98640066732,611,71,0
8419.869479815137,279,70,0
1406.326042496632,209,11,0
7954.720445480303,641,82,0
2024.2569272769679,335,93,0
1644.922869228388,288,89,0
1651.0153213306194,252,63,0
8147.601455111508,265,21,0
6655.32023475504,271,3,0
5235.423593443502,924,82,0
3594.7165363937897,920,88,0
8773.233402722952,700,10,0
3930.5266231521273,419,27,0
8167.828400321056,726,12,0
4396.957736616482,795,7,0
3775.6748499548266,211,17,0
4632.171058839368,365,65,0
3020.764962899779,76,64,0
7478.617707960749,660,26,0
5032.176697023867,321,15,0
2329.8048245167047,725,33,0
8996.74998701294,433,62,0
3845.073301518382,109,47,0
5440.093082528746,641,95,0
9065.656388535825,522,35,0
6246.137579180781,47,65,0
1177.8114266765572,379,72,0
9398.922914898616,827,76,0
6280.8034501834645,96,83,0
3355.7070904242905,958,25,0
1401.3280059072388,103,57,0
7942.311640810257,892,32,0
6204.52683172585,854,63,0
5339.276308843452,146,12,0
8939.986904679066,880,63,0
7888.086140133062,942,77,0
1525.2320485301843,928,92,0
3124.103457277527,27,1,0
2492.4065067465126,732,51,0
7442.023462801043,530,70,0
344.98902301043603,679,8,0
5703.197951864452,945,68,0
7626.9622705494985,989,5,0
8768.888711249878,82,89,1
3427.3966696719153,428,86,0
8214.360473673409,584,92,0
1115.2110521825202,822,39,0
8466.058394427837,479,23,0
1283.6117366965043,766,68,0
3978.900032698069,162,52,0
7974.980704137741,839,4,0
1507.6750992142502,932,47,0
2300.2214383740884,402,21,0
7225.303158246732,508,56,0
7203.165000095283,38,66,1
6415.06485252412,955,59,0
6942.544960226329,511,7,0
5431.817189042486,393,49,0
2525.472598480458,713,16,0
3463.502975104155,494,17,0
1824.1611908462423,200,84,0
9085.421107722947,255,87,0
5838.084029713544,179,98,0
4014.5056534687624,547,75,0
4625.437978404885,594,34,0
9473.360562722035,389,33,0
1541.9805171296412,398,26,0
5866.436021847804,732,66,0
5063.827902055815,158,63,0
6118.427811992132,4,87,0
190.9207363701967,167,41,0
8722.517850352073,468,86,0
9321.861642011288,960,58,0
5655.680504056198,409,98,0
6969.5417305301535,412,79,0
9225.768817961183,204,10,0
7075.313956790852,194,15,0
1533.8650387134708,235,42,0
5767.120718066463,718,93,0
6071.08331336473,150,57,0
4247.065406310836,159,87,0
7367.077913890981,279,17,0
9344.326477542458,816,60,0
9256.429443938696,404,9,0
4513.88532032728,893,36,0
1141.248077949145,678,73,0
9848.563577633722,311,80,0
8390.591883594881,68,36,1
1255.380185220636,463,48,0
9209.21040734755,88,51,1
8700.264657000662,217,97,0
5193.19219068946,1,95,0
5916.841603091843,135,70,0
3996.0370116626013,697,74,0
557.068771832093,351,80,0
3358.6204440425504,140,68,0
8030.505951494134,618,22,0
56.273909815982556,133,77,0
3341.6567251945303,620,80,0
3987.705248973524,178,93,0
5378.582073349849,810,6,0
9199.357607963477,358,26,0
3469.9964837159528,380,75,0
3476.0624869433145,908,88,0
7377.637468616386,871,93,0
4527.657229489174,658,3,0
2253.8021811704198,450,52,0
4529.870766165607,586,74,0
1417.1616335942006,463,60,0
1772.1059951971708,990,63,0
4988.694049667402,108,65,0
4195.065240550433,122,52,0
9149.31055167032,17,90,1
3630.315052175165,196,76,0
5810.077619277654,327,14,0
6326.320236316108,318,89,0
140.81362131745303,809,72,0
6638.7383464469385,479,68,0
1788.5793090288169,252,28,0
9611.092471519856,503,71,0
1495.1406502535983,999,10,0
4152.094996032967,119,57,0
862.6431841056522,674,66,0
9968.773775941014,710,90,0
5026.928153209114,498,50,0
5957.8963230272375,486,14,0
680.0940091103905,45,16,0
7502.105099287786,314,54,0
2106.956875024902,179,43,0
8981.56235151273,894,42,0
2059.3450084152514,418,81,0
1914.970329430029,556,22,0
375.13118180246784,783,68,0
4725.948781648893,78,19,0
5652.762921293538,326,66,0
666.4293078892401,690,39,0
7757.520890783156,357,73,0
4538.355459132796,416,19,0
5248.6587905825245,963,16,0
4413.219841912899,515,54,0
4013.6229781445068,214,25,0
5600.806909769097,854,18,0
1560.850056847818,74,23,0
1827.4620236477585,563,85,0
8619.238353925039,579,11,0
9461.69346671499,509,39,0
3739.360069634732,332,68,0
2714.7392847041024,93,25,0
6443.555436957768,688,63,0
4093.254369269983,657,96,0
263.60969304684517,519,30,0
1569.9644476882418,269,45,0
7162.562566185501,376,90,0
6592.650179682412,834,61,0
280.68896510980005,4,51,0
2227.501897710165,138,98,0
2318.437217914833,231,9,0
6722.208508551297,600,76,0
206.9082721660979,529,2,0
1050.0447340258927,52,5,0
8001.161692878161,646,62,0
1793.6611739227928,723,69,0
6530.933617440228,325,52,0
2389.445982656798,992,86,0
1003.4195136658582,970,5,0
2439.290188084546,905,59,0
7225.446649238035,731,68,0
8558.407716381795,717,9,0
8303.896447024246,723,93,0
3977.8634608883635,277,22,0
6684.170514340755,536,27,0
2057.7931112040515,486,10,0
2938.5458253075226,516,80,0
8964.394827025986,152,61,0
139.889215872253,955,51,0
864.2302232361361,483,10,0
2086.783688908813,259,6,0
275.05671669945895,324,62,0
1822.5399965470751,869,5,0
5834.585194087224,168,70,0
4220.031260419055,688,63,0
8927.79039365898,310,56,0
8176.261181767025,803,59,0
3424.7553434617807,479,63,0
2601.640099978612,56,89,0
3803.1271575909964,620,59,0
5907.046475722929,473,51,0
2687.9557718205338,296,50,0
6245.247589412849,461,4,0
4100.022405390491,324,48,0
5524.951336711282,814,32,0
4366.904026061814,846,51,0
2951.7129378237573,141,52,0
9485.048536551945,667,99,0
7638.42188365601,262,74,0
1409.730625906861,785,34,0
8685.995079220149,420,36,0
4879.4376705126415,744,70,0
8946.576746671974,241,43,0
8000.554006913679,355,16,0
4257.882909647642,849,59,0
234.4683901179728,770,53,0
2694.086820255611,761,19,0
5420.92580446206,589,98,0
6338.447416063212,180,89,0
2586.297977477691,66,95,0
1402.167179987513,820,41,0
8350.953065624999,348,81,0
9844.177785228485,171,47,0
5261.6449212038315,474,94,0
1725.076065624552,534,54,0
2730.350191928496,367,55,0
193.72285870919268,107,95,0
9143.845077539385,439,19,0
1186.3333180725099,835,62,0
5769.399590387393,227,99,0
2747.811654665188,444,93,0
5546.238245132776,442,59,0
6517.689679635124,396,65,0
8299.120619034944,728,68,0
2072.148504888426,581,28,0
119.84832829821997,84,18,0
1377.4874443873846,615,26,0
9001.18623206257,551,19,0
8740.161874849528,13,55,1
5978.15689068138,809,57,0
6009.163435732197,825,6,0
6653.716378717092,693,1,0
1761.9590734482615,493,8,0
9144.975339790348,268,97,0
4193.51754367181,525,51,0
3837.5538972124796,120,85,0
5193.987875775547,970,88,0
479.1900080827999,353,25,0
1671.1708538732332,57,47,0
7382.955828099441,40,55,1
837.1586925720134,886,64,0
6035.489573569218,336,83,0
2461.0376057163962,640,93,0
3899.0631842793455,173,10,0
2894.050430339292,547,56,0
3563.170437484842,259,12,0
7193.268592790612,888,33,0
2978.2459390755184,517,71,0
5668.382356566003,730,17,0
4765.743517969006,523,61,0
6640.0749419728545,894,10,0
9368.929095854332,839,31,0
7328.3952511304005,117,60,0
2157.25438212166,184,70,0
321.51951926223387,906,17,0
2630.0178025552527,874,50,0
5954.828527695546,116,37,0
523.743876707661,162,82,0
4968.698809540351,579,62,0
5972.460060679723,712,90,0
3349.0964692614384,543,80,0
